Product,Type,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,Perf_per_Watt
AMD Opteron 242,CPU,130.0,82.0,193.0,106.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.908536585365855
Intel Core i5-7600,CPU,14.0,65.0,148.0,624.0,3500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Xeon 2.8,CPU,90.0,135.0,213.0,200.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
Intel Core 2 Duo E7600,CPU,45.0,65.0,82.0,228.0,3067.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Core i7-9700K,CPU,14.0,95.0,148.0,624.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD Phenom II X4 910,CPU,45.0,95.0,258.0,758.0,2600.0,1776.0,17.76,988.0,9.88,95.0,18.7,4.0,18.694736842105264
AMD EPYC 73F3,CPU,7.0,240.0,148.0,624.0,3500.0,46085.0,7.69,2878.0,0.48,240.0,192.02,16.0,192.02083333333334
AMD Sempron 2500+,CPU,130.0,62.0,80.0,37.0,1750.0,207.0,3.45,405.0,6.75,65.0,,1.0,3.338709677419355
Intel Pentium G3450,CPU,22.0,54.0,177.0,1400.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.75
AMD EPYC 7601,CPU,14.0,180.0,213.0,4800.0,2200.0,42244.0,46.94,1941.0,2.16,180.0,234.69,32.0,234.6888888888889
Intel Xeon E7-8860 v3,CPU,22.0,140.0,160.0,1400.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
Intel Xeon 5140,CPU,65.0,65.0,148.0,624.0,2333.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Phenom X4 9850 BE,CPU,65.0,125.0,285.0,450.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
AMD Ryzen 3 3100,CPU,7.0,65.0,74.0,3800.0,3600.0,11660.0,84.52,2427.0,17.59,65.0,179.38,4.0,179.3846153846154
Intel Core i7-4940MX,CPU,22.0,57.0,177.0,1400.0,3100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,30.07894736842105
Intel Core 2 Quad Q6600 (105W),CPU,65.0,105.0,143.0,582.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,16.32857142857143
AMD Athlon 64 FX-62,CPU,90.0,125.0,220.0,243.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
AMD Athlon X2 7750 BE,CPU,65.0,95.0,285.0,450.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Core i7-3740QM,CPU,22.0,45.0,160.0,1400.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Core i3-4150T,CPU,22.0,35.0,177.0,1400.0,2900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Atom N570,CPU,45.0,9.0,87.0,176.0,1667.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,190.5
Intel Core 2 Duo T7300,CPU,65.0,35.0,143.0,293.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Atom E645C,CPU,45.0,4.0,26.0,47.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,428.625
Intel Core i7-5820K,CPU,22.0,140.0,356.0,2600.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
Intel Celeron E3400,CPU,45.0,65.0,82.0,228.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD FX-6120,CPU,32.0,95.0,315.0,1200.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Pentium G632,CPU,32.0,65.0,131.0,504.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Pentium 4 HT 531,CPU,90.0,84.0,109.0,125.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
AMD Opteron 248 HE,CPU,90.0,55.0,148.0,106.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Opteron X2 290,CPU,90.0,95.0,148.0,233.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Pentium 4 HT 3.20,CPU,130.0,82.0,131.0,55.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.908536585365855
AMD Athlon II X4 610e,CPU,45.0,45.0,169.0,300.0,2400.0,1871.0,104.55,999.0,55.81,45.0,41.59,4.0,41.577777777777776
Intel Core i3-3110M,CPU,22.0,35.0,118.0,624.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i7-5550U,CPU,14.0,15.0,148.0,624.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Sempron 2800+,CPU,90.0,62.0,103.0,81.0,1600.0,243.0,8.11,408.0,13.63,62.0,3.92,1.0,3.9193548387096775
AMD FX-9590,CPU,32.0,220.0,315.0,1200.0,4700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.793181818181818
Intel Pentium 4 2.0,CPU,130.0,92.0,146.0,125.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.63586956521739
AMD EPYC 7443P,CPU,7.0,200.0,148.0,624.0,2850.0,57666.0,38.44,2965.0,1.98,200.0,288.33,24.0,288.33
Intel Celeron G1620T,CPU,22.0,35.0,94.0,624.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Phenom II X6 1055T (95W),CPU,45.0,95.0,346.0,904.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD A4-4000,CPU,32.0,65.0,246.0,1178.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Phenom X4 9650,CPU,65.0,95.0,285.0,450.0,2300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD Athlon XP 2600+,CPU,130.0,68.0,148.0,63.0,2083.0,242.0,10.52,380.0,16.49,65.0,,1.0,3.5588235294117645
Intel Core i5-4350U,CPU,22.0,15.0,118.0,1400.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Ryzen Threadripper 1900X,CPU,14.0,125.0,213.0,9600.0,3800.0,16955.0,67.82,2343.0,9.37,180.0,94.19,8.0,135.64
Intel Celeron B820,CPU,32.0,35.0,131.0,504.0,1700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Xeon W3670,CPU,32.0,130.0,239.0,1170.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
Intel Core i7-7740X,CPU,14.0,112.0,148.0,624.0,4300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.308035714285714
Intel Core i7-4610M,CPU,22.0,37.0,118.0,1300.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,46.33783783783784
AMD Opteron 6282 SE,CPU,32.0,140.0,316.0,2400.0,2600.0,6385.0,28.58,953.0,4.27,140.0,45.61,16.0,45.607142857142854
Intel Celeron N2805,CPU,22.0,4.0,148.0,624.0,1463.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,428.625
Intel Pentium 4 HT 631,CPU,65.0,86.0,81.0,188.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.936046511627907
Intel Xeon L5609,CPU,32.0,40.0,239.0,1170.0,1866.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,42.8625
AMD Phenom II X3 715 BE,CPU,45.0,95.0,258.0,758.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Core i5-8420T,CPU,14.0,35.0,148.0,624.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Opteron 152,CPU,90.0,104.0,148.0,106.0,2600.0,428.0,15.04,487.0,7.77,104.0,4.12,1.0,4.115384615384615
AMD Sempron 3400+,CPU,90.0,62.0,148.0,69.0,2000.0,292.0,3.37,346.0,3.99,62.0,4.71,1.0,4.709677419354839
Intel Xeon E5603,CPU,32.0,80.0,239.0,1170.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
Intel Pentium G2100T,CPU,22.0,35.0,94.0,624.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Sempron 2600+,CPU,90.0,62.0,148.0,63.0,1600.0,253.0,7.23,325.0,9.31,65.0,,1.0,4.080645161290323
Intel Pentium 4 HT 660,CPU,90.0,84.0,109.0,169.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
AMD Athlon Gold PRO 3150GE,CPU,12.0,35.0,148.0,624.0,3500.0,7093.0,15.04,2164.0,7.77,35.0,202.64,4.0,202.65714285714284
Intel Core i7-10750H,CPU,14.0,45.0,148.0,624.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Celeron 887,CPU,32.0,17.0,131.0,504.0,1500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
AMD A8-3550MX,CPU,32.0,45.0,228.0,1178.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Xeon E-2124,CPU,14.0,72.0,126.0,1400.0,3400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,23.8125
AMD Phenom II X4 830,CPU,45.0,95.0,258.0,758.0,2800.0,2022.0,106.38,1083.0,56.96,95.0,21.29,4.0,21.28421052631579
AMD Athlon II X2 250,CPU,45.0,65.0,117.0,410.0,3000.0,1083.0,27.8,1155.0,29.66,65.0,16.66,2.0,16.661538461538463
AMD FX-6200,CPU,32.0,125.0,315.0,1200.0,3800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
AMD Opteron 848,CPU,130.0,89.0,193.0,106.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.264044943820224
AMD Phenom X4 9350e,CPU,65.0,65.0,285.0,450.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Pentium B980,CPU,32.0,35.0,131.0,504.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Athlon II X4 635,CPU,45.0,95.0,169.0,300.0,2900.0,2108.0,105.55,1141.0,57.12,95.0,22.19,4.0,22.189473684210526
Intel Celeron B810,CPU,32.0,35.0,131.0,504.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel A100,CPU,90.0,3.0,66.0,176.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,571.5
AMD Opteron X1150,CPU,28.0,17.0,148.0,624.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
Intel Core i9-9820X,CPU,14.0,165.0,148.0,624.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.39090909090909
AMD A12-9800E,CPU,28.0,35.0,246.0,1178.0,3100.0,3447.0,9.29,1604.0,4.32,35.0,98.49,4.0,98.48571428571428
Intel Xeon Phi SE10P,CPU,22.0,300.0,350.0,5000.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.715
Intel Core 2 Duo E6750,CPU,65.0,65.0,143.0,291.0,2667.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Core i7-990X,CPU,32.0,130.0,239.0,1170.0,3466.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
Intel Core i5-9400,CPU,14.0,65.0,148.0,624.0,2900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Core 2 Duo E4300,CPU,65.0,65.0,111.0,167.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD A4-1250,CPU,32.0,8.0,246.0,1178.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,214.3125
Intel Pentium 4 HT 2.80,CPU,130.0,70.0,131.0,55.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,24.492857142857144
AMD Ryzen 7 1700X,CPU,14.0,95.0,192.0,4800.0,3400.0,15496.0,92.21,2074.0,12.34,95.0,163.12,8.0,163.1157894736842
AMD A6-3650,CPU,32.0,100.0,228.0,1178.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
AMD Ryzen Embedded V1605B,CPU,14.0,15.0,210.0,4950.0,2000.0,6822.0,15.04,1961.0,7.77,15.0,454.81,4.0,454.8
Intel Pentium 4 HT 620,CPU,90.0,84.0,135.0,169.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.410714285714285
Intel Core 2 Duo T5600,CPU,65.0,35.0,143.0,624.0,1833.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Athlon 64 LE-1640,CPU,90.0,45.0,3.0,154.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Sempron 2800+,CPU,90.0,25.0,148.0,63.0,1600.0,243.0,8.11,408.0,13.63,62.0,3.92,1.0,9.72
AMD A10-5800B,CPU,32.0,100.0,246.0,1178.0,3800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
Intel Core Solo T1200,CPU,65.0,27.0,90.0,151.0,1500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,63.5
Intel Xeon Phi 7285,CPU,14.0,250.0,148.0,8000.0,1300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
AMD Athlon 64 3800+,CPU,130.0,89.0,144.0,69.0,2400.0,292.0,2.23,461.0,3.52,45.0,6.5,1.0,3.2808988764044944
Intel Xeon Phi 31S1P,CPU,22.0,270.0,350.0,5000.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.35
AMD Opteron 144,CPU,90.0,67.0,148.0,106.0,1800.0,316.0,10.55,376.0,12.56,67.0,4.72,1.0,4.7164179104477615
Intel Xeon MP 7040 Dual-Core,CPU,90.0,135.0,213.0,200.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
Intel Pentium 4 2.80,CPU,130.0,110.0,146.0,55.0,2793.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.586363636363636
AMD Phenom II X2 B57,CPU,45.0,80.0,258.0,758.0,3200.0,1099.0,15.04,1231.0,7.77,80.0,13.73,2.0,13.7375
Intel Celeron G1840T,CPU,22.0,54.0,177.0,1400.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.75
Intel Core i3-3120M,CPU,22.0,35.0,118.0,624.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD EPYC 7402,CPU,7.0,180.0,74.0,3800.0,2800.0,51368.0,26.18,2081.0,1.06,180.0,285.38,24.0,285.3777777777778
Intel Core i7-11700T,CPU,14.0,35.0,148.0,624.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Pentium 4 1.9,CPU,180.0,69.0,217.0,42.0,1900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,24.847826086956523
AMD Opteron 6284 SE,CPU,32.0,140.0,316.0,2400.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
AMD Turion X2 RM-74,CPU,65.0,35.0,148.0,624.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Opteron 4340,CPU,32.0,95.0,315.0,1200.0,3500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD Athlon 64 3700+,CPU,130.0,83.0,148.0,105.0,2400.0,394.0,4.38,435.0,4.83,89.0,4.42,1.0,4.746987951807229
AMD Athlon II X4 638,CPU,32.0,65.0,228.0,1178.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Sempron 3800+,CPU,90.0,62.0,103.0,81.0,2200.0,360.0,24.03,422.0,28.17,62.0,5.81,1.0,5.806451612903226
Intel Pentium 2117U,CPU,22.0,17.0,118.0,1400.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
AMD Athlon 800,CPU,180.0,45.0,120.0,37.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Core 2 Quad Q7600,CPU,45.0,95.0,82.0,456.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Xeon E7-8870,CPU,32.0,130.0,513.0,2600.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
AMD FX-8350,CPU,32.0,125.0,315.0,1200.0,4000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
AMD Athlon 64 X2 4400+ EE,CPU,90.0,65.0,220.0,154.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Core 2 Duo T5200,CPU,65.0,35.0,143.0,624.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Opteron 4386,CPU,32.0,95.0,315.0,1200.0,3100.0,4378.0,18.26,1012.0,4.22,95.0,46.08,4.0,46.084210526315786
Intel Xeon W5580,CPU,45.0,130.0,263.0,731.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
AMD Athlon X2 BE-2400,CPU,65.0,45.0,126.0,154.0,2300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Phenom II X4 920,CPU,45.0,125.0,258.0,758.0,2800.0,1899.0,68.1,1068.0,38.31,125.0,15.2,4.0,15.192
Intel Core i3-7350K,CPU,14.0,60.0,148.0,624.0,4200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,28.575
AMD Sempron 2500+,CPU,90.0,62.0,84.0,63.0,1400.0,207.0,3.45,405.0,6.75,65.0,,1.0,3.338709677419355
Intel Xeon Phi 7235,CPU,14.0,250.0,148.0,8000.0,1300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
AMD Sempron 3500+,CPU,90.0,62.0,84.0,63.0,2000.0,232.0,9.28,264.0,10.56,62.0,3.74,1.0,3.7419354838709675
AMD Opteron 250,CPU,130.0,89.0,193.0,106.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.264044943820224
Intel Xeon MP 7030 Dual-Core,CPU,90.0,135.0,213.0,200.0,2833.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
Intel Core i5-9600K,CPU,14.0,95.0,148.0,624.0,3700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
AMD FX-8170,CPU,32.0,125.0,315.0,1200.0,3900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
AMD Opteron 850,CPU,90.0,85.0,148.0,106.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
Intel Core i5-10300H,CPU,14.0,45.0,148.0,624.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Core i7-5557U,CPU,14.0,28.0,148.0,624.0,3100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,61.232142857142854
Intel Core i7-2860QM,CPU,32.0,45.0,216.0,1160.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Core i7-9750HF,CPU,14.0,45.0,149.0,624.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Pentium 350,CPU,32.0,15.0,131.0,504.0,1200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Ryzen 5 2600X,CPU,12.0,95.0,192.0,4800.0,3600.0,14053.0,91.02,2406.0,15.58,95.0,147.92,6.0,147.92631578947368
Intel Core M-5Y70,CPU,14.0,5.0,50.0,624.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,342.9
Intel Pentium 4 HT 2.40,CPU,130.0,66.0,131.0,55.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,25.977272727272727
AMD Ryzen 7 4700U,CPU,7.0,25.0,156.0,9800.0,1800.0,13648.0,15.04,2553.0,7.77,15.0,909.83,8.0,545.92
Intel Atom E620T,CPU,45.0,3.0,26.0,47.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,571.5
AMD Opteron 43GK HE,CPU,32.0,65.0,315.0,1200.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Athlon X2 7450,CPU,65.0,95.0,285.0,450.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Atom E3825,CPU,22.0,6.0,148.0,624.0,1333.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,285.75
Intel Celeron N2808,CPU,22.0,4.0,148.0,624.0,1580.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,428.625
AMD Ryzen 5 1500X,CPU,14.0,65.0,192.0,4800.0,3500.0,9083.0,75.47,2110.0,17.53,65.0,139.75,4.0,139.73846153846154
AMD Athlon 64 X2 4400+,CPU,90.0,110.0,199.0,233.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.586363636363636
AMD A4-4300M,CPU,32.0,35.0,246.0,1303.0,2500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i5-670,CPU,32.0,73.0,81.0,382.0,3466.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,23.486301369863014
Intel Xeon Platinum 8358,CPU,10.0,250.0,148.0,624.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
Intel Core 2 Duo U7600,CPU,65.0,10.0,111.0,293.0,1200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,171.45
Intel Core i7-4760HQ,CPU,22.0,47.0,264.0,1400.0,2100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,36.47872340425532
Intel Pentium D 940,CPU,65.0,130.0,140.0,376.0,3200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
AMD Turion 64 MT-37,CPU,90.0,25.0,125.0,114.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
Intel Core i5-4300M,CPU,22.0,37.0,118.0,1400.0,2600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,46.33783783783784
Intel Core i7-3635QM,CPU,22.0,45.0,160.0,1480.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Opteron 6376,CPU,32.0,115.0,315.0,2400.0,2300.0,5572.0,2.71,1165.0,0.57,115.0,48.45,8.0,48.45217391304348
AMD EPYC 72F3,CPU,7.0,180.0,148.0,624.0,3700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.525
AMD Opteron 244,CPU,130.0,82.0,193.0,106.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.908536585365855
Intel Core i5-3330S,CPU,22.0,77.0,133.0,624.0,2700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.266233766233768
Intel Xeon Platinum 8352S,CPU,10.0,205.0,148.0,624.0,2200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.363414634146341
Intel Pentium 4 2.40,CPU,90.0,110.0,109.0,125.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.586363636363636
Intel Xeon MP 3.00,CPU,90.0,135.0,148.0,286.0,3000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
Intel Xeon E5-2695 v2,CPU,22.0,115.0,160.0,1400.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.908695652173913
Intel Pentium M 725,CPU,90.0,21.0,84.0,140.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,81.64285714285714
AMD Sempron 2800+,CPU,90.0,25.0,148.0,69.0,1600.0,243.0,8.11,408.0,13.63,62.0,3.92,1.0,9.72
Intel Xeon 5110,CPU,65.0,65.0,148.0,624.0,1600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD A4-3320M,CPU,32.0,35.0,228.0,1178.0,2000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Mobile Pentium 4 2.80,CPU,130.0,68.0,131.0,55.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,25.21323529411765
Intel Core i7-4960X,CPU,22.0,130.0,257.0,1860.0,3600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
Intel Core i3-9350K,CPU,14.0,91.0,148.0,624.0,4000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.84065934065934
AMD Athlon II X2 250e,CPU,45.0,45.0,117.0,410.0,3000.0,1155.0,15.05,1201.0,15.65,45.0,25.67,2.0,25.666666666666668
AMD Athlon 64 X2 6000+,CPU,65.0,89.0,126.0,154.0,3100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.264044943820224
AMD Athlon 64 LE-1620,CPU,90.0,45.0,230.0,227.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
Intel Celeron 2.40,CPU,130.0,73.0,146.0,55.0,2400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,23.486301369863014
AMD EPYC 7232P,CPU,7.0,120.0,74.0,3800.0,3100.0,17017.0,43.6,1549.0,3.97,120.0,141.81,8.0,141.80833333333334
Intel Atom CE4150,CPU,45.0,7.0,26.0,47.0,1200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,244.92857142857142
AMD Athlon II X2 220,CPU,45.0,65.0,117.0,410.0,2800.0,1024.0,17.07,1105.0,18.43,65.0,15.75,2.0,15.753846153846155
AMD Opteron 4334,CPU,32.0,95.0,315.0,1200.0,3100.0,3949.0,30.39,1269.0,9.76,95.0,41.57,3.0,41.56842105263158
Intel Core i9-9940X,CPU,14.0,165.0,148.0,624.0,3300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.39090909090909
Intel Core 2 Quad Q9400,CPU,45.0,95.0,81.0,456.0,2666.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,18.04736842105263
Intel Xeon E7-8891 v3,CPU,22.0,165.0,160.0,1400.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.39090909090909
Intel Pentium 967,CPU,32.0,17.0,131.0,504.0,1300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
Intel Core i9-9990XE,CPU,14.0,255.0,148.0,624.0,4000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.723529411764706
Intel Core i7-1160G7,CPU,10.0,15.0,148.0,624.0,1200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Athlon 900,CPU,180.0,50.0,120.0,37.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
Intel Celeron G460,CPU,32.0,35.0,131.0,504.0,1800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
Intel Core i7-6700T,CPU,14.0,35.0,148.0,624.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD FX-6350,CPU,32.0,125.0,315.0,1200.0,3900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.716
Intel Celeron G3900,CPU,14.0,51.0,150.0,1400.0,2800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,33.61764705882353
Intel Pentium G850,CPU,32.0,65.0,131.0,504.0,2900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
